Movie_id,Title,Director,Actor1,Actor2,Actor3,Genre,Overview,Ratings,Votes,Year
14396,Code Name: The Cleaner,Les Mayfield,Cedric the Entertainer,Lucy Liu,Nicollette Sheridan,Action Comedy Crime,"Cedric the Entertainer plays Jake, a seemingly regular guy who has no idea who he is after being hit over the head by mysterious assailants. When he finds himself entangled in a government conspiracy, Jake and his pursuers become convinced that he is an undercover agent.",4.6,12066,2007
1646,Freedom Writers,Richard LaGravenese,Hilary Swank,Patrick Dempsey,Scott Glenn,Crime Drama,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",7.6,83778,2007
5393,Happily N'Ever After,Paul J. Bolger,Sarah Michelle Gellar,Freddie Prinze Jr.,Andy Dick,Adventure Animation Comedy Family Fantasy,"An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.",4.5,11030,2007
1162203,Thr3e,Robby Henson,Marc Blucas,Justine Waddell,Laura Jordan,Horro Drama Mystery,Innocent lives hang on the whim of an elusive psychopathic murderer whose strange riddles and impossible timelines force three people into a mission to end the game before one or all of them die.,4.9,4645,2007
13561,Murder Party,Jeremy Saulnier,Chris Sharp,Sandy Barnett,Macon Blair,Comedy Horror,"A random invitation to a Halloween party leads a man into the hands of a rogue collective sparking a bloodbath of mishap, mayhem and hilarity.",5.8,12168,2007
7457,Alpha Dog,Nick Cassavetes,Emile Hirsch,Justin Timberlake,Anton Yelchin,Crime Drama Thriller,"Johnny Truelove likes to see himself as tough. He's the son of an underworld figure and a drug dealer. Johnny also likes to get tough when things don't go his way. When Jake Mazursky fails to pay up for Johnny, things get worse for the Mazursky family, as Johnny and his 'gang' kidnap Jake's 15 year old brother and holds him hostage. Problem now is what to do with 'stolen boy?'",7.1,8,2007
4283,Primeval,Michael Katleman,Dominic Purcell,Orlando Jones,Brooke Langton,Adventure Horror Action,A news team is sent to Burundi to capture and bring home a legendary 25-foot crocodile. Their difficult task turns potentially deadly when a warlord targets them for death.,7.2,15178,2007
1931,Stomp the Yard,Sylvain White,Columbus Short,Meagan Good,Ne-Yo,Drama Music,"After the death of his younger brother, a troubled 19-year-old street dancer from Los Angeles is able to bypass juvenile hall by enrolling in the historically black, Truth University in Atlanta, Georgia. But his efforts to get an education and woo the girl he likes are sidelined when he is courted by the top two campus fraternities, both of which want and need his fierce street-style dance moves to win the highly coveted national step show competition.",5.4,26229,2007
18206,Alone with Her,Eric Nicholas,Colin Hanks,Ana Claudia TalancÃ³n,Jordana Spiro,Crime Drama Thriller,"The harrowing story of a disturbed young man's attempts to win the affections of an unsuspecting young woman. When Doug first sees Amy, he instantly falls for her and begins to watch her every move, going so far as to set up spy cameras in her apartment. However, as his fascination grows into obsession he's no longer satisfied with just watching.",6,4176,2007
9542,The Hitcher,Dave Meyers,Sean Bean,Sophia Bush,Zachary Knighton,Horror Action Thriller,"On a stormy night, young Jim, who transports a luxury car from Chicago to California to deliver it to its owner, feeling tired and sleepy, picks up a mysterious hitchhiker, who has appeared out of nowhere, thinking that a good conversation will help him not to fall asleep. He will have enough time to deeply regret such an unmeditated decision.",5.6,44685,2007
919,Blood & Chocolate,Katja von Garnier,Agnes Bruckner,Hugh Dancy,Olivier Martinez,Animation Fantasy Horror,"In Japan, the vampire-hunter Saya, who is a powerful original, is sent by her liaison with the government, David, posed as a teenage student to the Yokota High School on the eve of Halloween to hunt down vampires. Saya asks David to give a new katana to her. Soon she saves the school nurse Makiho Amano from two vampires disguised of classmates and Makiho witnesses her fight against the powerful demon.",5.3,18166,2007
13668,Catch and Release,Susannah Grant,Jennifer Garner,Timothy Olyphant,Sam Jaeger,Comedy Drama Romance,"For a grieving fiancÃÂ©e, learning to love again requires the help of her late love's three best friends.",5.9,28253,2007
9760,Epic Movie,Jason Friedberg,Kal Penn,Adam Campbell,Jennifer Coolidge,Comedy Action Adventure,"When Edward, Peter, Lucy and Susan each follow their own path, they end up finding themselves at Willy's Chocolate factory. Walking through a wardrobe, they discover the world of Gnarnia, which is ruled by the White Bitch. Meeting up with characters such as Harry Potter and Captain Jack Swallows, the newly reunited family must team up with Aslo, a wise-but-horny lion to stop the white bitch's army.",2.4,108546,2007
