Movie_id,Title,Director,Actor1,Actor2,Actor3,Genre,Overview,Ratings,Votes,Year
76487,The Devil Inside,William Brent Bell,Suzan Crowley,Fernanda Andrade,Simon Quarterman,Thriller Horror,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.",4.2,36933,2012
78461,Beneath the Darkness,Martin Guigui,Dennis Quaid,Tony Oller,Aimee Teegarden,Thriller Horror,"After watching their best friend get murdered, a group of teens struggle to expose a local hero as the vicious killer and keep from becoming his next victims.",4.5,6289,2012
57703,Norwegian Wood,Tran Anh Hung,Kenichi Matsuyama,Rinko Kikuchi,Kiko Mizuhara,Drama Romance,"Toru recalls his life in the 1960s, when his friend Kizuki killed himself and he grew close to Naoko, Kizuki's girlfriend, and another woman, the outgoing, lively Midori.",6.3,12321,2012
77866,Contraband,Baltasar KormÃ¡kur,Mark Wahlberg,Kate Beckinsale,Ben Foster,Thriller Action Drama Crime,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long agoÃ¢ÂÂsmugglingÃ¢ÂÂto repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",6.4,125498,2012
63574,Joyful Noise,Todd Graff,Queen Latifah,Dolly Parton,Kris Kristofferson,Comedy Music,"G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.",5.7,8775,2012
72842,Albatross,Niall MacCormick,Jessica Brown Findlay,Sebastian Koch,Julia Ormond,Drama,"Beth, a bookish teenager, befriends Emilia, an aspiring novelist who has just arrived in town. Emilia soon begins an affair with Beth's father that threatens to have devastating consequences.",6.3,5573,2012
38541,The Divide,Xavier Gens,Lauren German,Michael Biehn,Milo Ventimiglia,Horror Sci-Fi Thriller,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",5.8,38187,2012
44936,Don't Go in the Woods,Vincent D'Onofrio,Sam Bisbee,Matt Sbeglia,Casey Smith,Horror,"Four backpackers decide to take a hike in the mountains of Utah. But within the woods lurks a killer. But who...or what...is it? The lazy local sheriff blames bears. But the escalating body count seems to point to a human killer. Ignoring the warning signs, our campers remain lost in the woods...alone...awaiting their fate.",2.7,1106,2012
91367,Sing Your Song,Susanne Rostock,Harry Belafonte,Sidney Poitier,Diahann Carroll,Documentary,"Most people know the lasting legacy of Harry Belafonte, the entertainer. This film unearths his significant contribution to and his leadership in the civil rights movement in America and to social justice globally.",7.5,498,2012
70435,Haywire,Steven Soderbergh,Gina Carano,Channing Tatum,Michael Angarano,Action Drama Thriller,A black ops soldier seeks payback after she is betrayed and left for dead.,7,24,2012
72431,Red Tails,Anthony Hemingway,Cuba Gooding Jr.,Nate Parker,David Oyelowo,Drama Action Adventure History War,"The story of the Tuskegee Airmen, the first African-American pilots to fly in a combat squadron during World War II.",5.9,36758,2012
52520,Underworld: Awakening,MÃ¥ns MÃ¥rlind,Kate Beckinsale,Theo James,India Eisley,Fantasy Action Horror,"Having escaped years of imprisonment, vampire warrioress Selene finds herself in a changed world where humans have discovered the existence of both Vampire and Lycan clans and are conducting an all-out war to eradicate both immortal species. Now Selene must battle the humans and a frightening new breed of super Lycans to ensure the death dealers' survival.",6.3,159658,2012
101173,Coriolanus,Ralph Fiennes,Ralph Fiennes,Gerard Butler,Vanessa Redgrave,Drama Thriller,"Caius Martius, aka Coriolanus, is an arrogant and fearsome general who has built a career on protecting Rome from its enemies. Pushed by his ambitious mother to seek the position of consul, Coriolanus is at odds with the masses and unpopular with certain colleagues. When a riot results in his expulsion from Rome, Coriolanus seeks out his sworn enemy, Tullus Aufidius. Together, the pair vow to destroy the great city.",6.1,33228,2012
76758,The Flowers of War,Zhang Yimou,Christian Bale,Ni Ni,Zhang Xinyi,Drama History War,"A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety.",7.5,55081,2012
80518,Fullmetal Alchemist: The Sacred Star of Milos,Kazuya Murata,Alexis Tipton,Matthew Mercer,Patrick Seitz,Adventure Fantasy Animation Action Sci-Fi,"After a mysterious prisoner with only a few weeks left on his sentence breaks out of prison in Central City, the Elric brothers attempt to track him down. The search leads them to Table City in the southwestern country of Creta, where Alphonse rescues a young alchemist named Julia from the very man they are trying to capture. In the thick of the fight, they literally tumble into Julia's home turf, the slums of Milos Valley, and are embroiled in the grassroots rebellion of her people.",6.9,5327,2012
80591,W.E.,Madonna,Abbie Cornish,Oscar Isaac,James D'Arcy,Drama Romance,"In 1998, an auction of the estate of the Duke and Duchess of Windsor causes great excitement. For one woman, Wally Winthrop, it has much more meaning. Wally becomes obsessed by their historic love story. As she learns more about the sacrifices involved, Wally gains her own courage to find happiness.",7.5,13985,2012
