Movie_id,Title,Director,Actor1,Actor2,Actor3,Genre,Overview,Ratings,Votes,Year
2749,15 Minutes,John Herzfeld,Robert De Niro, Edward Burns, Kelsey Grammer,Action Crime Thriller,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",6.1,51594,2001
178875,3 A.M.,Lee Davis,Danny Glover, Pam Grier, Sarita Choudhury,Horror,"Thailand's latest horror omnibus is made up of three chilling stories. Two sisters who own a wig shop are haunted by a female ghost whose hair were made into one of the wigs on sale. A funeral home employee falls in love with a female corpse who died alongside her fiance in an accident just before their wedding. Two company directors who love playing scary pranks on their employees finally get their comeuppance when they themselves face a real ghost. Three stories set at 3 AM, the scariest hour of the night, where all spirits are free to roam.",5.8,1377,2001
12138,3000 Miles to Graceland,Demian Lichtenstein,Kurt Russell, Kevin Costner, Courteney Cox,Action Adventure Comedy Crime Thriller,"It was an ingenious enough plan: rob the Riviera Casino's count room during an Elvis impersonator convention. But Thomas Murphy decided to keep all the money for himself and shot all his partners, including recently-freed ex-con Michael Zane. With $3.2 million at stake, the Marshals Service closing in, Michael must track down Murphy.",6,48220,2001
20536,61*,Billy Crystal,Barry Pepper, Thomas Jane,Anthony Michael Hall,Biography Drama History,"In 1961, Roger Maris and Mickey Mantle played for the New York Yankees. One, Mantle, was universally loved, while the other, Maris, was universally hated. Both men started off with a bang, and both were nearing Babe Ruth's 60 home run record. Which man would reach it?",7.7,17421,2001
644,A.I. Artificial Intelligence,Steven Spielberg,Jude Law, Haley Joel Osment, William Hurt,Drama Sci-Fi Adventure,"David, a robotic boyÃ¢ÂÂthe first of his kind programmed to loveÃ¢ÂÂis adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David.",7.2,319292,2001
19076,The Affair of the Necklace,Charles Shyer,Hilary Swank, Jonathan Pryce, Adrien Brody,Drama History Romance,"In pre-Revolutionary France, a young aristocratic woman left penniless by the political unrest in the country, must avenge her family's fall from grace by scheming to steal a priceless necklace.",6,5526,2001
601701,After the Storm,Guy Ferland,Benjamin Bratt, Mili Avital, Armand Assante,TV Movie Romance Drama,"Lauren wants to rebuild her community, including her family home, in the aftermath of a devastatingly disastrous storm.",5,644,2001
8489,Ali,Michael Mann,Will Smith, Jamie Foxx, Jon Voight,Drama,"In 1964, a brash, new pro boxer, fresh from his Olympic gold medal victory, explodes onto the scene: Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self-confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",6.7,104258,2001
21055,All Over the Guy,Julie Davis,Sasha Alexander, Dan Bucatinsky, Adam Goldberg,Comedy Romance,A contemporary romantic comedy exploring the unlikely pairing of two 20-somethings thrown together by their respective best friends in hopes of igniting their own romance.,6.4,4948,2001
2043,Along Came a Spider,Lee Tamahori,Morgan Freeman, Monica Potter, Dylan Baker,Crime Mystery Thriller Action,"After the harrowing death of his partner, detective and best-selling author Alex Cross has retreated to the peace of retirement. But when a brilliant criminal kidnaps a senator's young daughter, Alex is lured back into action. Teamed with the Secret Service agent assigned to protect the missing girl, Alex follows a serpentine trail of clues that leads him to a stunning discovery - the kidnapper wants more than just ransom.",6.4,94413,2001
220976,The Amati Girls,Anne De Salvo,Cloris Leachman, Mercedes Ruehl, Sean Young,Drama TV Movie,Four sisters who disagree about everything... except what matters most. Family.,4.9,483,2001
11467,America's Sweethearts,Joe Roth,Julia Roberts, Catherine Zeta-Jones, John Cusack,Comedy Romance,"In the midst of a nasty public breakup of married movie stars, a studio publicist scrambles to put a cap on the escalating situation as the couple's latest film has found it's only print kidnapped by the director.",5.7,59482,2001
21538,The American Astronaut,Cory McAbee,Cory McAbee, Rocco Sisto,Gregory Russell Cook,Action Comedy Sci-Fi Music,"Samual Curtis's first mission in this bizarre science fiction musical comedy requires him to take a cat to a saloon on an asteroid. There, he meets his former dance partner (the Blueberry Pirate) and collects his payment: a device capable of producing a Real Live Girl. Including music by alternative rock group The Billy Nayer Show, this film began life as a live show with a loyal following.",6.9,3199,2001
567610,American Outlaws,Les Mayfield,Colin Farrell, Scott Caan, Ali Larter,Crime Drama Action,Facing the possibility of prison - and in search of an idealized freedom - 3 siblings take matters in to their own hands with a cross country crime spree of epic proportions.,5.9,17208,2001
2770,American Pie 2,James B. Rogers,Jason Biggs, Shannon Elizabeth, Chris Klein,Comedy Romance,"After a year apart - attending different schools, meeting different people - the guys rent a beach house and vow to make this the best summer ever. As it turns out, whether that will happen or not has a lot to do with the girls. Between the wild parties, outrageous revelations and yes, a trip to band camp, they discover that times change and people change, but in the end, it's all about sticking together.",6.4,266833,2001
37920,An American Rhapsody,Ãva GÃ¡rdos,Scarlett Johansson, Nastassja Kinski, Tony Goldwyn,Drama Family,"A Hungarian family forced to flee the Communist country for the United States, must leave a young daughter behind. Six years later the family arranges to bring the absent daughter to the United States where she has trouble adjusting. The daughter then decides to travel to Budapest to discover her identity.",6.8,4534,2001
26942,Amy's Orgasm,Julie Davis,Julie Davis, Nick Chinlund, Jeff Cesario,Comedy Romance,"Amy is a single 29 year old Jewish woman. She wrote a successful self-help book about how women can't truly be in love and experience ""mental orgasm."" Her parents and acquaintances always try to give her advice. Eventually, she breaks her celibacy and starts dating a radio shock jock, who is known for hitting on his bimbo guests. Of all men, will she find in him the true love she never believed in",5.3,1882,2001
5852,Angel Eyes,Luis Mandoki,Jennifer Lopez, James Caviezel, Jeremy Sisto,Drama Romance Thriller,"A story about a seemingly unlikely couple who cross paths under life-threatening circumstances as though they are destined not only to meet but to save each other's lives. Not once, but twice.",5.7,25458,2001
11090,The Animal,Luke Greenfield,Rob Schneider, Colleen Haskell, John C. McGinley,Comedy,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat.",4.8,62681,2001
26475,The Anniversary Party,"Alan Cumming, Jennifer Jason Leigh",Alan Cumming, Jennifer Jason Leigh, Kevin Kline,Comedy Drama,"While celebrating their reconciliation and six years of marriage, the American actress Sally Nash and the British novelist Joe Therrian receive their close friends, some colleagues and their next door neighbors in a party. Under the effect of Ecstasy, revelations are disclosed and relationships deteriorate among the group.",6.3,8642,2001
9989,Antitrust,Peter Howitt,Ryan Phillippe, Rachael Leigh Cook, Claire Forlani,Action Crime Drama,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,6.1,30058,2001
10865,Atlantis: The Lost Empire,"Gary Trousdale, Kirk Wise",Michael J. Fox, Cree Summer, James Garner,Animation Family Adventure Sci-Fi,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea. The underwater expedition takes an unexpected turn when the team's mission must switch from exploring Atlantis to protecting it.",6.9,130204,2001
24836,August Underground,Fred Vogel,Fred Vogel,Kyle Dealman, Alexa Iris,Horror,"Imagine walking down the street and finding an unmarked VHS tape. Curiosity piqued, you take it home and pop it in. What starts off as two men screwing around with a video camera quickly transforms into an ultra-realistic torture sequence where the unidentified psychopaths tape their exploits as they torment and violate a woman tied to a chair.",3.6,2794,2001
16161,Baby Boy,John Singleton,Tyrese Gibson, Snoop Dogg, Ving Rhames,Crime Drama Romance Thriller,"The story of Jody, a misguided, 20-year-old African-American who is really just a baby boy finally forced-kicking and screaming to face the commitments of real life. Streetwise and jobless, he has not only fathered two children by two different women-Yvette and Peanut but still lives with his own mother. He can't seem to strike a balance or find direction in his chaotic life.",6.4,16055,2001
3172,Bandits,Barry Levinson,Bruce Willis, Cate Blanchett, Billy Bob Thornton,Comedy Crime,"After escaping from prison, Joe and Terry go on a crime spree, robbing banks through Oregon and California in order to finance their scheme for a new life south of the border. Unfortunately, things get more complicated when they meet Kate, who runs into them with her car. She joins the bandits on their cross-country spree, and eventually she steals something, too: their hearts.",6.5,70229,2001
53048,Bartleby,Jonathan Parker,David Paymer, Crispin Glover, Glenne Headly,Comedy Drama,"An adaptation of Herman Melville's short story ""Bartleby, the Scrivener"" told in the setting of a modern office.",6.4,2160,2001
453,A Beautiful Mind,Ron Howard,Russell Crowe, Jennifer Connelly, Ed Harris,Drama Romance,"John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.",8.2,969328,2001
8007,Behind Enemy Lines,John Moore,Gene Hackman, Owen Wilson, David Keith,Action Drama Thriller War,"While flying a routine reconnaissance mission over Bosnia, fighter pilot Chris Burnett photographs something he wasn't supposed to see and gets shot down behind enemy lines, where he must outrun an army led by a ruthless Serbian general. With time running out and a deadly tracker on his trail, Burnett's commanding officer decides to risk his career and launch a renegade rescue mission to save his life.",6.4,110847,2001
807172,The Believer,Henry Bean,Ryan Gosling, Billy Zane, Theresa Russell,Horror,"When his daughter, Angela, and her friend Katherine, show signs of demonic possession, it unleashes a chain of events that forces single father Victor Fielding to confront the nadir of evil. Terrified and desperate, he seeks out Chris MacNeil, the only person alive who's witnessed anything like it before.",7.1,40487,2001
75151,Big Bad Love,Arliss Howard,Arliss Howard, Debra Winger, Paul Le Mat,Drama Comedy,"Vietnam veteran Leon Barlow is struggling as a writer, and his personal life isn't much better. His unsympathetic ex-wife Marilyn doesn't approve of his visits with his two children, and he has problems with alcohol. Yet even when Leon manages to catch up on alimony and child support payments, things in his life seem to decline further, until a sudden tragedy catches him off guard.",5.8,721,2001
855,Black Hawk Down,Ridley Scott,Josh Hartnett, Ewan McGregor, Tom Hardy,Action History War,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",7.7,417033,2001
11469,Black Knight,Gil Junger,Martin Lawrence,Marsha Thomason,Tom Wilkinson,Comedy Fantasy Adventure,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After nearly drowning in the moat, he awakens to find himself in 14th century England.",4.9,42631,2001
4133,Blow,Ted Demme,Johnny Depp,PenÃ©lope Cruz,Franka Potente,Crime Drama,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",7.5,271611,2001
