Movie_id,Title,Director,Actor1,Actor2,Actor3,Genre,Overview,Ratings,Votes,Year
39840,"If I Want to Whistle, I Whistle",Florin Serban,George Pistereanu,Ada Condeescu,Mihai Constantin,Drama,"A teenager prisoner awaits his release when two weeks before that happens he's told that his mother is returned home. Meanwhile, he finds himself in love with a Sociology student, Ana, working in the penitentiary as an intern.",7,6501,2011
55845,Phil Ochs: There but for Fortune,Kenneth Bowser,Phil Ochs,Bob Dylan,Joan Baez,Documentary Music,"From civil rights to the anti-war movement to the struggles of workers, folksinger Phil Ochs wrote topical songs that engaged his audiences in the issues of the 1960s and 70s. In this biographical documentary, veteran director Kenneth Bowser shows how Phil's music and his fascinating life story and eventual decline into depression and suicide were intertwined with the history-making events that defined a generation. Even as his contemporaries moved into folk-rock and pop music, Phil followed his own vision, challenging himself and his listeners. Not one to pull punches, Ochs never achieved the commercial success he desperately desired. But his music remains relevant, reaching new audiences in a generation that finds his themes all too familiar.",7.7,413,2011
23047,Season of the Witch,Dominic Sena,Nicolas Cage,Ron Perlman,Stephen Campbell Moore,Adventure Fantasy Action,"A 14th century Crusader returns with his comrade to a homeland devastated by the Black Plague. The Church commands the two knights to transport a witch to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence.",5.4,97150,2011
44898,The Time That Remains,Elia Suleiman,Elia Suleiman,Saleh Bakri,Leila Mouammar,Drama History,"An examination of the creation of the state of Israel in 1948 through to the present day. A semi-biographic film, in four chapters, about a family spanning from 1948 until recent times. Combined with intimate memories of each member, the film attempts to portray the daily life of those Palestinians who remained in their land and were labelled ""Israeli-Arabs,"" living as a minority in their own homeland.",7,2680,2011
46829,Barney's Version,Richard J. Lewis,Paul Giamatti,Rosamund Pike,Minnie Driver,Comedy Drama,"The picaresque and touching story of the politically incorrect, fully lived life of the impulsive, irascible and fearlessly blunt Barney Panofsky.",7.3,25957,2011
44564,The Dilemma,Ron Howard,Vince Vaughn,Kevin James,Winona Ryder,Comedy Drama,"Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.",5.3,56443,2011
40805,The Green Hornet,Michel Gondry,Seth Rogen,Jay Chou,Cameron Diaz,Action Crime Comedy,"Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky.",5.8,163533,2011
41630,No Strings Attached,Ivan Reitman,Ashton Kutcher,Natalie Portman,Cary Elwes,Comedy Romance,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",6.2,240650,2011
51170,Open Season 3,Cody Cameron,Matthew J. Munn,Maddie Taylor,Melissa Sturm,Adventure Animation Family Comedy,"Boog, Elliot, and their forest friends return with an all-new adventure, this time in a Big Top Circus! The comedy begins when Boog's pals choose their family obligations over the annual guy's trip, and a disappointed Boog decides to take a trip of his own, which leads him right into the middle of a circus ring...literally. When he switches places with a devious look-a-like circus grizzly and falls for an alluring Russian troupe member, he'll come to realize that maybe you don't have to choose between family and friendship after all.",5,12878,2011
27582,The Mechanic,Simon West,Jason Statham,Ben Foster,Tony Goldwyn,Action Thriller Crime,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached.",6.5,168716,2011
48171,The Rite,Mikael Håfström,Anthony Hopkins,Colin O'Donoghue,Alice Braga,Drama Thriller Horror,"Seminary student Michael Kovak reluctantly attends exorcism school at the Vatican. While heÃ¢ÂÂs in Rome, Michael meets an unorthodox priest who introduces him to the darker side of his faith, uncovering the devilÃ¢ÂÂs reach even to one of the holiest places on Earth.",6,101935,2011
55934,Cold Weather,Aaron Katz,Cris Lankenau,Trieste Kelly Dunn,Ra�l Castillo,Mystery Drama Comedy Thriller,"A guy who moves back to Portland, Oregon becomes involved in the mystery of his ex-girlfriend's disappearance.",6.1,2347,2011
193610,The Other Woman,Don Roos,Natalie Portman,Lisa Kudrow,Lauren Ambrose,Comedy Romance,"After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",6,148155,2011
49950,The Roommate,Christian E. Christiansen,Leighton Meester,Minka Kelly,Cam Gigandet,Thriller Drama Horror,"When Sara, a young design student from Iowa, arrives for college in Los Angeles, she is eager to fit in and get to know the big city. Her wealthy roommate, Rebecca, is more than eager to take Sara under her wing and show her the ropes. The two become close, but when Sara begins to branch out and make more friends on campus, Rebecca becomes resentful. Alarmed, Sara moves in with her new boyfriend, causing Rebecca's behavior to take a violent turn.",4.8,40801,2011
48340,Sanctum,Alister Grierson,Richard Roxburgh,Rhys Wakefield,Ioan Gruffudd,Action Thriller,"Master diver Frank McGuire has explored the South Pacific's Esa-ala Caves for months.  But when his exit is cut off in a flash flood, Frank's teamÃ¢ÂÂincluding 17-year-old son Josh and financier Carl Hurley are forced to radically alter plans.  With dwindling supplies, the crew must navigate an underwater labyrinth to make it out.",5.9,56868,2011
52338,Waiting for Forever,James Keach,Rachel Bilson,Tom Sturridge,Jamie King,Drama Romance,"A Hollywood-set romantic tale of a guy who is content to live his life without a job yet with the love of his life, a young actress.",5.9,20173,2011
47261,Carancho,Pablo Trapero,Ricardo DarÃ­n,Martina Gusman,Carlos Weber,Thriller Drama Romance,"In Argentina over 8,000 people die in traffic accidents every year. Behind each of these tragedies is a flourishing industry founded on insurance payouts and legal loopholes. Sosa is a lawyer who tours the A&E Departments of the public hospitals and the police stations in search of potential clients. LujÃÂ¡n is a young doctor recently arrived from the provinces. Their love story kicks off one night when LujÃÂ¡n and Sosa meet in the street. She's trying to save a man's life; he wants him on his client portfolio",6.8,8606,2011
75446,Carbon Nation,Peter Byck,R. James Woolsey,Richard Branson,Denis Hayes,Documentary,"An optimistic (and witty) discovery of what people are already doing, what we as a nation could be doing and what the world needs to do to prevent (or at least slow down) the impending climate crisis.",6.9,242,2011
52067,Cedar Rapids,Miguel Arteta,Ed Helms,John C. Reilly,Anne Heche,Comedy,A naive Midwesterner insurance salesman travels to a big-city convention in an effort to save the jobs of his co-workers.,6.3,39261,2011
49494,The Eagle,Kevin MacDonald,Channing Tatum,Jamie Bell,Donald Sutherland,Adventure Drama,"In 140 AD, twenty years after the unexplained disappearance of the entire Ninth Legion in the mountains of Scotland, young centurion Marcus Aquila arrives from Rome to solve the mystery and restore the reputation of his father, the commander of the Ninth. Accompanied only by his British slave Esca, Marcus sets out across Hadrian's Wall into the uncharted highlands of Caledonia - to confront its savage tribes, make peace with his father's memory, and retrieve the lost legion's golden emblem, the Eagle of the Ninth.",6.2,73145,2011
45772,Gnomeo & Juliet,Kelly Asbury,James McAvoy,Emily Blunt,Julie Walters,Animation Family,"A version of Shakespeare's play, set in the world of warring indoor and outdoor gnomes. Garden gnomes Gnomeo and Juliet have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?",5.9,58589,2011
50546,Just Go with It,Dennis Dugan,Adam Sandler,Jennifer Aniston,Nicole Kidman,Comedy Romance,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",6.4,259610,2011
54518,Justin Bieber: Never Say Never,Jon Chu,Justin Bieber,Miley Cyrus,Jaden Smith,Music Documentary Family,"Tells the story of Justin Bieber, the kid from Canada with the hair, the smile and the voice: It chronicles his unprecedented rise to fame, all the way from busking in the streets of Stratford, Canada to putting videos on YouTube to selling out Madison Square Garden in New York as the headline act during the My World Tour from 2010. It features Usher, Scooter Braun, Ludacris, Sean Kingston, Antonio ""L.A."" Reid, Boyz II Men, Miley Cyrus, Jaden Smith, Justin's family members and parts of his crew and huge fanbase in a mix of interviews and guest performances. It was released in 3D in theaters all around the world and is the highest grossing concert movie of all time, beating the previous record held by Michael Jackson's This Is It from 2009.",1.7,76400,2011
66025,Mooz-lum,Qasim Basir,Danny Glover,Nia Long,Evan Ross,Drama,"Thanks to a strict Muslim upbringing that largely shielded him from the outside world, Tariq's first year of college proves transformative. That is, until the 9/11 terrorist attacks invite growing suspicion and distrust from his angry classmates.",6.6,1087,2011
56831,The Sunset Limited,Tommy Lee Jones,Tommy Lee Jones,Samuel L. Jackson,Samuel L. Jackson,Drama TV Movie,"A deeply religious black ex-con thwarts the suicide attempt of an asocial white college professor who tries to throw himself in front of an oncoming subway train, 'The Sunset Limited.' As the one attempts to connect on a rational, spiritual and emotional level, the other remains steadfast in his hard-earned despair. Locked in a philosophical debate, both passionately defend their personal credos and try to convert the other.",7.3,31385,2011
38322,"Big Mommas: Like Father, Like Son",John Whitesell,Martin Lawrence,Brandon T. Jackson,Jessica Lucas,Crime Comedy Action,"FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.",4.4,29050,2011
46529,I Am Number Four,D. J. Caruso,Alex Pettyfer,Timothy Olyphant,Dianna Agron,Action Thriller Sci-Fi Adventure,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",6.1,244276,2011
48138,Unknown,Jaume Collet-Serra,Liam Neeson,Diane Kruger,January Jones,Action Mystery Thriller,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",6.8,267675,2011
47327,Drive Angry,Patrick Lussier,Nicolas Cage,Amber Heard,David Morse,Fantasy Thriller Action Crime,"Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with a sexy, tough-as-nails waitress, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.",5.4,102493,2011
48988,Hall Pass,Bobby Farrelly,Owen Wilson,Jason Sudeikis,Jenna Fischer,Comedy Romance,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages, they grant the guys a 'hall pass'Ã¢ÂÂone week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single lifeÃ¢ÂÂand themselvesÃ¢ÂÂare completely and hilariously out of sync with reality.",5.9,129656,2011
38050,The Adjustment Bureau,George Nolfi,Matt Damon,Emily Blunt,Anthony Mackie,Sci-Fi Thriller Romance,"A man glimpses the future Fate has planned for him Ã¢ÂÂ and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.",7,266840,2011
38117,Beastly,Daniel Barnz,Alex Pettyfer,Vanessa Hudgens,Mary-Kate Olsen,Drama Fantasy Romance,"A modern-day take on the ""Beauty and the Beast"" tale where a New York teen is transformed into a hideous monster in order to find true love.",5.5,79323,2011
44896,Rango,Gore Verbinski,Johnny Depp,Isla Fisher,Abigail Breslin,Animation Comedy Family Western Adventure,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",7.3,287460,2011
50725,Take Me Home Tonight,Michael Dowse,Topher Grace,Anna Faris,Dan Fogler,Comedy Drama Romance,"Recent MIT grad Matt Franklin should be well on his way to a successful career at a Fortune 500 company, but instead he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori, walks in and invites him to an end-of-summer party. With the help of his twin sister and his best friend, Matt hatches a plan to change the course of his life.",6.3,54842,2011
44943,Battle: Los Angeles,Jonathan Liebesman,Aaron Eckhart,Michelle Rodriguez,Michael PeÃÂ±a,Sci-Fi Action,"When once distant UFOs become a terrifying threat attacking Earth, a Marine staff sergeant and his team take it upon themselves to face the enemy and protect what remains of the planet.",5.7,183829,2011
38684,Jane Eyre,Cary Fukunaga,Mia Wasikowska,Michael Fassbender,Jamie Bell,Drama Romance,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?",7.3,91865,2011
50321,Mars Needs Moms,Simon Wells,Seth Green,Dan Fogler,Elisabeth Harnois,Adventure Animation Family,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.",5.4,23644,2011
49730,Red Riding Hood,Catherine Hardwicke,Amanda Seyfried,Gary Oldman,Shiloh Fernandez,Action Adventure Horror Fantasy Thriller,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man. Unwilling to lose each other, Valerie and Peter plan to run away together when Valerie's older sister is killed by a werewolf that prowls the dark forest surrounding their village. Panic grips the town as Valerie discovers that she has a unique connection to the beast--one that inexorably draws them together, making her both suspect...and bait",5.4,114870,2011
51876,Limitless,Neil Burger,Bradley Cooper,Robert De Niro,Abbie Cornish,Thriller Mystery Sci-Fi,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",7.4,602069,2011
50348,The Lincoln Lawyer,Brad Furman,Matthew McConaughey,Ryan Phillippe,Marisa Tomei,Crime Drama Thriller,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,7.3,250390,2011
