Movie_id,Title,Director,Actor1,Actor2,Actor3,Genre,Overview,Ratings,Votes,Year
34869,Cargo 200,Aleksei Balabanov,Agniya Kuznetsova,Leonid Bichevin,Aleksei Poluyan,Crime Drama Thriller,"While returning to Leningrad from a visit to his brother, Professor Artyom's car breaks down and he finds assistance at an isolated farmhouse occupied by Alexey, his wife, a Vietnamese laborer, and a stranger who wanders around the farm. When his car is repaired, Artyom leaves, drunk on moonshine, and students Valera and Angelika arrive. After Valera gets drunk, the stranger abducts Angelika.",7.1,11013,2009
10521,Bride Wars,Gary Winick,Kate Hudson,Anne Hathaway,Bryan Greenberg,Comedy Romance,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,5.5,113604,2009
13788,The Unborn,David S. Goyer,Odette Yustman,Gary Oldman,Cam Gigandet,Horror Thriller Mystery,A young woman fights the spirit that is slowly taking possession of her.,4.7,53015,2009
15189,Hotel for Dogs,Thor Freudenthal,Emma Roberts,Jake T. Austin,Don Cheadle,Comedy Family,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",5.5,24642,2009
14435,My Bloody Valentine 3D,Patrick Lussier,Jensen Ackles,Jaime King,Kerr Smith,Mystery Horror,"Ten years ago, a tragedy changed the town of Harmony forever. Tom Hanniger, an inexperienced coal miner, caused an accident in the tunnels that trapped and killed five men and sent the only survivor, Harry Warden, into a permanent coma. But Harry Warden wanted revenge. Exactly one year later, on ValentineÃ¢ÂÂs Day, he woke upÃ¢ÂÂ¦and brutally murdered twenty-two people with a pickaxe before being killed.",5.4,59483,2009
14410,Notorious,George Tillman Jr.,Jamal Woolard,Angela Bassett,Derek Luke,Music Drama History,"""Notorious"" is the story of Christopher Wallace. Through raw talent and sheer determination, Wallace transforms himself from Brooklyn street hustler (once selling crack to pregnant women) to one of the greatest rappers of all time: The Notorious B.I.G. Follow his meteoric rise to fame and his refusal to succumb to expectations - redefining our notion of ""The American Dream.""",6.7,45598,2009
14560,Paul Blart: Mall Cop,Steve Carr,Kevin James,Jayma Mays,Keir O'Donnell,Action Adventure Comedy Family,"Mild-mannered Paul Blart has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",5.3,115865,2009
13429,Donkey Punch,Oliver Blackburn,Nichola Burley,Tom Burke,Jaime Winstone,Horror Drama Thriller Crime,"Three hot girls, four guys, and one mega-swanky yacht collide for a serious night of drugs and sexual deviancy. One debaucherous act goes too far though, turning this teen joy ride into a weekend of bloody bedlam.",8.1,16,2009
24869,Ink,Jamin Winans,Christopher Soren Kelly,Quinn Hunchar,Jessica Duffy,Action Fantasy,"Invisible forces exert power over us in our sleep. A mercenary named Ink, on a literal nightmare mission, captures the spirit of 8-year-old Emma in the dream world. To save her, the dream-givers marshal all their resources, focusing on saving the soul of Emma's tragically broken father.",6.8,22233,2009
2309,Inkheart,Iain Softley,Brendan Fraser,Paul Bettany,Helen Mirren,Adventure Family Fantasy,"The adventures of a father and his young daughter, in their search for a long lost book that will help reunite a missing, close relative.",6.1,81499,2009
16164,Killshot,John Madden,Diane Lane,Mickey Rourke,Thomas Jane,Crime Drama Thriller,"Beautiful Carmen Colson and her ironworker husband Wayne are placed in the Federal Witness Protection program after witnessing an ""incident"". Thinking they are at last safe, they are targeted by an experienced hit man and a psychopathic young upstart killer.",6,21821,2009
21484,Possession,Joel Bergvall,Sarah Michelle Gellar,Lee Pace,Tuva Novotny,Horror,"A young woman left her family for an unspecified reason. The husband determines to find out the truth and starts following his wife. At first, he suspects that a man is involved. But gradually, he finds out more and more strange behaviors and bizarre incidents that indicate something more than a possessed love affair.",5.4,8082,2009
10529,Outlander,Howard McCain,James Caviezel,Sophia Myles,Ron Perlman,Sci-Fi Action,"During the reign of the Vikings, a man from another world crash-lands on Earth, bringing with him an alien predator. The man must fuse his advanced technology with the weaponry of the vikings to fight the monster.",6.2,77928,2009
