Movie_id,Title,Director,Actor1,Actor2,Actor3,Genre,Overview,Ratings,Votes,Year
227348,Paranormal Activity: The Marked Ones,Christopher Landon,Andrew Jacobs,Jorge Diaz,Gabrielle Walsh,Horror Thriller,"Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighborÃ¢ÂÂs apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that wonÃ¢ÂÂt rest until itÃ¢ÂÂs claimed his very soul.",5,44876,2014
215830,Open Grave,Gonzalo Lopez-Gallego,Sharlto Copley,Thomas Kretschmann,Joseph Morgan,Horror Thriller Mystery,"A man awakes-- without memory -- in a pit full of bodies and must figure out if the people who rescued him are the killers, or if he is the murderer.",6.2,31015,2014
210047,Cold Comes the Night,Tze Chun,Alice Eve,Logan Marshall-Green,Bryan Cranston,Crime Drama Thriller,A struggling motel owner and her daughter are taken hostage by a nearly blind career criminal to be his eyes as he attempts to retrieve his cash package from a crooked cop.,5.7,9623,2014
233564,Dumbbells,Christopher Livingston,Brian Drolet,Hoyt Richards,Taylor Cole,Comedy,Dumbbells is a light-hearted buddy comedy set amongst a group of misfit employees that work in a struggling fitness center in Los Angeles.,3.5,804,2014
188207,The Legend of Hercules,Renny Harlin,Kellan Lutz,Gaia Weiss,Scott Adkins,Action Adventure,"In Ancient Greece 1200 B.C., a queen succumbs to the lust of Zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship. But this prince, Hercules, knows nothing of his real identity or his destiny. He desires only one thing: the love of Hebe, Princess of Crete, who has been promised to his own brother. When Hercules learns of his greater purpose, he must choose: to flee with his true love or to fulfill his destiny and become the true hero of his time. The story behind one of the greatest myths is revealed in this action-packed epic - a tale of love, sacrifice and the strength of the human spirit.",4.2,55614,2014
174682,Raze,Josh C. Waller,Zoe Bell,Rachel Nichols,Tracie Thoms,Horror Thriller,"After Sabrina is abducted, she finds herself in an underground lair, forced to do battle with other innocent women for the amusement of unseen spectators. Each of these reluctant warriors has something to lose, but only one will remain when the game is done.",5.1,6325,2014
27592,Back in the Day,Michael Rosenbaum,Morena Baccarin,Danielle Bisutti,Liz Carey,Crime Drama,A young man slides back into a life of crime after reuniting with a shady acquaintance from his past.,5,1895,2014
79316,Devil's Due,Matt Bettinelli-Olpin,Allison Miller,Zach Gilford,Sam Anderson,Horror,An unexpected pregnancy takes a terrifying turn for newlyweds Zach and Samantha McCall.,4.2,17605,2014
137094,Jack Ryan: Shadow Recruit,Kenneth Branagh,Chris Pine,Kevin Costner,Kenneth Branagh,Action Drama Thriller,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",6.2,136833,2014
233470,Jamesy Boy,Trevor White,Spencer Lofranco,Mary-Louise Parker,Ving Rhames,Crime Drama Romance,Based on the true story of teenager James Burns who goes from a suburban street gang to a maximum-security prison cell surrounded by hardened criminals. He turns his life around in prison thanks to the unexpected friendship he forms with a convicted murderer who becomes his mentor.,6.2,6251,2014
227783,The Nut Job,Peter Lepeniotis,Will Arnett,Brendan Fraser,Liam Neeson,Animation Comedy Family Adventure,"Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.",5.7,29766,2014
168530,Ride Along,Tim Story,Ice Cube,Kevin Hart,John Leguizamo,Action Comedy,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",6.1,120959,2014
252151,Black Water Vampire,Evan Tramel,Bill Oberst Jr.,Danielle Lozeau,Andrea Monier,Mystery Horror Thriller,"A documentary film crew investigate a series of brutal killings known as the Black Water murders. As they dwelve deeper into the story, they stumble upon a horrifying secret. One they may not survive.",4.3,1153,2014
100241,"I, Frankenstein",Stuart Beattie,Aaron Eckhart,Bill Nighy,Yvonne Strahovski,Horror Thriller,"200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.",5.1,83234,2014
246594,Mega Shark Versus Mecha Shark,Emile Edwin Smith,Christopher Judge,Elisabeth Rohm,Debbie Gibson,Action Sci-Fi Thriller,"When another Mega Shark returns from the depths of the sea, world militaries go on high alert. Ocean traffic grinds to a standstill as everyone lives in fear of the insatiable beast. Out of options, the US government unleashes the top secret Mecha Shark project -- a mechanical shark built to have the same exact characteristics as Mega. A pair of scientists pilot the mechanical creature as they fight Mega in a pitched battle to save the planet. But when faulty mechanics cause the Mecha to go after humans, the scientists must somehow guide Mega to Mecha in hopes that the two titans will kill each other - or risk untold worldwide destruction.",2.6,3394,2014
225565,That Awkward Moment,Tom Gormican,Zac Efron,Miles Teller,Michael B. Jordan,Comedy Romance,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.",6.1,106361,2014
171772,Somewhere Slow,Jeremy O'Keefe,Jessalyn Gilsig,Graham Patrick Martin,David Costabile,Comedy Drama Romance,"When Anna Thompson gets mixed-up in a convenience store robbery, she makes a split-decision to walk out of her life and into the unknown. On her travels, she meets Travis, a teenage drifter on his own journey of self-discovery.",5.1,306,2014
249021,Android Cop,Mark Atkins,Michael Jai White,Charles S. Dutton,Randy Wayne,Action Sci-Fi,"In the year 2045, a Los Angeles Police Department detective and his new android partner enter the Zone, a forbidden section of the city plagued with an unknown disease. There, they discover the source of the illness and attempt to stop it using the android's advanced technology and weaponry.",3.3,1887,2014
199928,The Outsider,Brian A. Miller,Craig Fairbrass,James Caan,Shannon Elizabeth,Crime Drama Mystery,A former American G.I. joins a yakuza family after his release from prison in post-World War II Osaka.,4.7,2946,2014
64084,Scorned,Mark Jones,AnnaLynne McCord,Billy Zane,Viva Bianca,Drama Thriller,A vengeful widow worms her way into the home of the man she holds responsible for her husband's suicide.,4.7,99,2014
198287,After the Dark,John Huddles,James D'Arcy,Sophie Lowe,Daryl Sabara,Drama Fantasy Sci-Fi Thriller,"At an international school in Jakarta, a philosophy teacher challenges his class of twenty graduating seniors to choose which ten of them would take shelter underground and reboot the human race in the event of a nuclear apocalypse.",5.6,23280,2014
78383,Nurse 3D,Doug Aarniokoski,Paz de la Huerta,Katrina Bowden,Judd Nelson,Horror Thriller,"Abby Russell, a beautiful, dedicated nurse with a sinister side, has a secret life in which she targets and punishes dishonest men.",4.5,11327,2014
